num_clusters,k_means_silhouette_score,hierarchical_clustering_silhouette_score
2,0.3844282399008318,0.5858683756234815
3,0.4086910562327306,0.44124070326743353
4,0.4105580028209006,0.44623332343914063
5,0.4480441789129821,0.45965169025141195
6,0.41556475518939273,0.4619633175850967
7,0.3903835570804104,0.3701311047394025
8,0.38024387810731153,0.3968529062819503
9,0.3894173785507806,0.41286878325855897
10,0.41110998570062174,0.44239243826020463
11,0.4194342766560498,0.4429033442636246
12,0.38485824573738475,0.45058910617944414
13,0.44325217881616474,0.4640016513512239
14,0.4535678261307556,0.47596439106667277
15,0.461168331426387,0.49307197608538433
16,0.4822624124848004,0.5004248889244405
17,0.525095549430181,0.5194908878157045
18,0.5293902134872598,0.5250784136086257
19,0.5377672199507174,0.5471850314509276
20,0.5403606839238235,0.5695982899895354
21,0.5509305720456182,0.592347046422664
22,0.5735459181607735,0.6154638655102753
23,0.596512768162466,0.6389856274313468
24,0.6009122138544994,0.6419594148733576
25,0.6357056801389759,0.6464157498905193
26,0.6392584802019012,0.6499741555389106
27,0.6379224254814155,0.6536560396201591
28,0.644408477706975,0.6574678813245192
29,0.6483793076445931,0.6614166149307658
30,0.652493366497706,0.6655096696432861
31,0.6542179181746277,0.6697550135504051
32,0.6595174188617005,0.6741612021820862
33,0.6638502714011226,0.6787374322027026
34,0.664345699339103,0.6834936008379673
35,0.6688523872372153,0.6884403717041775
36,0.6742894061540372,0.6935892477820472
37,0.6790432381413569,0.6989526523551999
38,0.6865602505011119,0.7005141462255683
39,0.6916843157296196,0.7065577939280173
40,0.6970175264776582,0.7091668032290291
41,0.7030611741801073,0.7152104509314782
42,0.7086166020426478,0.7237574594784868
43,0.7146602497450969,0.7289990873402858
44,0.7204520787932774,0.7264957264957265
45,0.7264957264957265,0.7264957264957265
46,0.7264957264957265,0.7094017094017094
47,0.7264957264957265,0.6495726495726496
48,0.7264957264957265,0.6495726495726496
49,0.7264957264957265,0.6495726495726496
50,0.7264957264957265,0.6495726495726496
51,0.7264957264957265,0.6495726495726496
52,0.7264957264957265,0.6239316239316239
53,0.7264957264957265,0.6068376068376068
54,0.7264957264957265,0.5555555555555556
55,0.7264957264957265,0.5384615384615384
56,0.7264957264957265,0.5384615384615384
57,0.7264957264957265,0.5042735042735043
58,0.7264957264957265,0.5042735042735043
59,0.7264957264957265,0.47863247863247865
